Names,Dates,Locations,Tweets,Polarity,Sentiment
ntemid,2020-12-21 08:47:59,on a gadget,"['rt', 'fmwenge', 'in', 'strict', 'bemba', 'tradition', 'the', 'chicken', 'gizzard', 'is', 'exclusively', 'for', 'the', 'man', 'of', 'the', 'house', 'due', 'to', 'trade', 'liberalization', 'shoprite']",1.0,very_positive
c_massala,2020-12-21 08:46:31,all systems are to control you,"['dkdax', 'at', 'the', 'same', 'time', 'shoprite', 'group', 'pay', 'cheaper', 'rate', 'then', 'pick', 'n', 'pay', 'for', 'its', 'tellers', 'and', 'shelves', 'workers']",1.0,very_positive
mshakatiwelenga,2020-12-21 08:45:56,,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",1.0,very_positive
nontobe83955155,2020-12-21 08:43:35,,"['pphumo', 'mynsfas', 'shopritesa', 'true', 'it', 'was', 'like', 'we', 'taking', 'money', 'from', 'they', 'salaries']",0.0,neutral
dk_dax,2020-12-21 08:42:51,"cape town, south africa","['pick', 'and', 'pay', 'lunch', 'is', 'cheaper', 'than', 'shoprite', 'shoprite', 'workers', 'go', 'to', 'pick', 'and', 'pay', 'for', 'lunch', 'imagine']",1.0,very_positive
zidanvf,2020-12-21 08:41:26,namibia,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",1.0,very_positive
og_ke_twolee,2020-12-21 08:38:28,randfontein mohlakeng,"['enroute', 'shoprite', 'liquor', 'lets', 'somaar', 'stock', 'up', 'bathong']",1.0,very_positive
anathablvckarts,2020-12-21 08:37:56,equatorial guinea,"['ko', 'hlahatse', 'shopping', 'centre', 'shoprite', 'in', 'katlehong', 'a', 'car', 'jumped', 'the', 'fence', 'didnt', 'break', 'it', 'and', 'has', 'been', 'there', 'fo']",1.0,very_positive
ntarokenneth,2020-12-21 08:37:45,uganda,"['rt', 'guinnessuganda', 'get', 'in', 'the', 'festive', 'mood', 'with', 'the', 'new', 'and', 'exciting', 'guinness', 'cansavailable', 'on', 'jumiaug', 'via', 'a']",0.0,neutral
kandelona3,2020-12-21 08:28:37,🛥🛳🚢,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",1.0,very_positive
deltami73612809,2020-12-21 08:25:13,"bedfordview, south africa","['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",1.0,very_positive
bonganinathii,2020-12-21 08:22:53,"durban, south africa","['shopritesa', 'r10k']",1.0,very_positive
bonganinathii,2020-12-21 08:22:47,"durban, south africa","['shopritesa', 'r10k']",1.0,very_positive
mutombo_nswana,2020-12-21 08:22:36,zambia,"['monicamusonda', 'by', 'passed', 'it', 'yesterday', 'in', 'shoprite', 'sadly', 'parmalart', 'salted', 'has', 'been', 'missing', 'lately']",1.0,very_positive
bonganinathii,2020-12-21 08:22:36,"durban, south africa","['shopritesa', 'r10k']",1.0,very_positive
alettaha,2020-12-21 08:22:15,cpt sa defending the underdog☑,"['rt', 'flekkie82', 'im', 'like', 'a', 'shoprite', 'trolley', 'you', 'cant', 'control', 'me']",1.0,very_positive
francois1903,2020-12-21 08:19:52,where primates reign,"['enca', 'go', 'to', 'any', 'shoprite', 'on', 'sassa', 'pay', 'out', 'day', '100s', 'of', 'people', 'in', 'a', 'q', 'and', 'no', 'social', 'distance']",1.0,very_positive
kizzlemethis,2020-12-21 08:15:02,,"['i', 'juss', 'found', 'out', 'my', 'job', 'gotta', 'microwave', 'im', 'gettin', 'diet', 'meals', 'from', 'shoprite', 'wit', 'prov', 'cheese', 'amp', 'leaving', 'it', 'in', 'da', 'freezer']",1.0,very_positive
uchehone,2020-12-21 08:14:02,"sandton, south africa","['shopritesa', 'its', 'not', 'a', 'problem', 'if', 'you', 'dont', 'have', 'them', 'this', 'side', 'guys', 'if', 'the', 'demand', 'is', 'not', 'so', 'high', 'i', 'dont', 'expect', 'y']",0.05,positive
pureargan,2020-12-21 08:08:28,"london, uk","['rt', 'bizmalawi', 'buy', 'someone', 'bio', 'oil', 'this', 'week', 'and', 'put', 'a', 'smile', 'on', 'their', 'facebiooil', 'is', 'available', 'at', 'shoprite', 'pharmacies', 'nationwide', 'amp', 'most']",0.0,neutral
shoprite_sa,2020-12-21 08:05:02,south africa,"['uchehone', 'hi', 'lebza', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'and', 'for', 'sharing', 'this', 'with', 'us', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'and', 'can']",0.55,very_positive
shoprite_sa,2020-12-21 08:04:08,south africa,"['apsasongongo', 'hi', 'ap', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'and', 'for', 'sharing', 'this', 'with', 'us', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'and', 'ca']",0.0,neutral
bizmalawi,2020-12-21 08:03:03,malawi,"['buy', 'someone', 'bio', 'oil', 'this', 'week', 'and', 'put', 'a', 'smile', 'on', 'their', 'facebiooil', 'is', 'available', 'at', 'shoprite', 'pharmacies', 'nationwi']",0.0,neutral
olamorin_xx,2020-12-21 08:02:55,"lagos, nigeria","['adesoyejr', 'ikeja', 'that', 'shoprite', 'own', 'far']",0.7,very_positive
etunhulamahangu,2020-12-21 08:02:34,ongwediva,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",0.0,neutral
billdagg,2020-12-21 08:02:21,new zealand,"['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",0.4,positive
olivorang,2020-12-21 08:00:58,"lagos, nigeria","['silky', 'and', 'soft', 'skin', 'is', 'here', 'to', 'stay', 'when', 'you', 'use', 'our', 'clere', 'lotion', 'fortified', 'with', 'glycerine', 'and', 'powder', 'fresh', 'fragran']",0.46,positive
ekukhanyeni,2020-12-21 08:00:04,"gauteng, south africa","['thank', 'you', 'to', 'shoprite', 'checkers', 'and', 'their', 'weactforchange', 'corporate', 'social', 'investment', 'initiative', 'for', 'donating', 'hand', 's']",0.0,neutral
uchehone,2020-12-21 07:59:54,"sandton, south africa","['lugisanii23', 'i', 'will', 'just', 'check', 'but', 'usually', 'in', 'joburg', 'i', 'get', 'them', 'at', 'shoprite']",0.46,positive
theradiolioness,2020-12-21 07:57:36,nigeria,"['rt', 'teabuddyenugu', 'when', 'nkanu', 'babes', 'finally', 'visit', 'shoprite', 'ihewe', 'ejewe', 'eme', 'uchennaaniakor']",0.6,very_positive
still_tshepi,2020-12-21 07:56:35,"cape town , south africa","['he', 'must', 'be', 'on', 'that', 'shoprite', 'checkers', 'again']",0.0,neutral
ho3szn,2020-12-21 07:56:09,,"['khayszn', 'you', 'mean', 'shoprite']",0.0,neutral
aphelelejody,2020-12-21 07:54:22,"johannesburg, south africa","['malumskhulu', 'kuse', 'shoprite']",0.1,positive
uchehone,2020-12-21 07:50:41,"sandton, south africa","['guys', 'where', 'do', 'you', 'buy', 'escorts', 'uncooked', 'ribs', 'around', 'thohoyandou', 'i', 'went', 'to', 'shoprite', 'but', 'didnt', 'find', 'them']",0.43,positive
patwaranks,2020-12-21 07:50:36,"kampala, uganda","['rt', 'guinnessuganda', 'get', 'in', 'the', 'festive', 'mood', 'with', 'the', 'new', 'and', 'exciting', 'guinness', 'cansavailable', 'on', 'jumiaug', 'via', 'a']",0.0,neutral
muzimakhathini4,2020-12-21 07:45:18,,"['prokidfan1', 'very', 'much', 'shoprite', 'thank', 'you', 'for', 'checkers']",-0.36,negative
sisterblessingg,2020-12-21 07:44:51,"lagos, nigeria","['oyindamolaa', 'if', 'i', 'do', 'this', 'in', 'shoprite', 'and', 'they', 'gaan', 'swear', 'for', 'me', 'nko']",0.06,positive
ctk_travel,2020-12-21 07:44:02,south africa,"['need', 'a', 'bus', 'from', 'jhb', 'on', '22122020', 'dbn', 'from', 'r300cpt', 'from', 'r440umtata', 'from', 'r700to', 'book', 'get', 'to', 'your', 'closest', 'sh']",0.0,neutral
ctk_travel,2020-12-21 07:42:25,south africa,"['need', 'a', 'bus', 'from', 'cpt', 'on', '22122020', 'bloemfontein', 'from', 'r700umtata', 'from', 'r940queenstown', 'from', 'r610to', 'book', 'get', 'to']",0.0,neutral
paceb_sa,2020-12-21 07:40:35,"johannesburg, south africa","['mpruedie', 'dawg', 'just', 'from', 'my', 'house', 'to', 'shoprite']",0.0,neutral
adesroselin2,2020-12-21 07:39:43,,"['abayomiibitunde', 'connectibadan', 'oyoaffairs', 'thought', 'they', 'have', 'it', 'in', 'shoprite', 'but', 'i', 'dont', 'know', 'about', 'any', 'other', 'place']",0.5,very_positive
abeldup,2020-12-21 07:38:14,cape town,"['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",0.0,neutral
apsa_songongo,2020-12-21 07:35:42,"port elizabeth, south africa","['shopritesa', 'pphumo', 'stop', 'with', 'the', 'lies', 'youre', 'just', 'saving', 'face', 'youre', 'not', 'gonna', 'take', 'this', 'complaint', 'serious', 'st']",0.0,neutral
_tuno_mbili_,2020-12-21 07:35:41,📍ondonga  ,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",0.06,positive
flekkie82,2020-12-21 07:34:56,south africa,"['im', 'like', 'a', 'shoprite', 'trolley', 'you', 'cant', 'control', 'me']",0.38,positive
tulo_bea,2020-12-21 07:34:26,namibia,"['rt', 'mrhauwangah', 'i', 'stand', 'with', 'shoprite', 'workers']",0.25,positive
tebohoselepe1,2020-12-21 07:31:55,south africa ,"['rt', 'crimeairnetwork', 'armed', 'robbery', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'multiple', 'perps', 'all', 'dress']",-0.6,very_negative
chellyla1,2020-12-21 07:30:20,,"['this', 'man', 'in', 'shoprite', 'gon', 'tell', 'me', 'you', 'look', '30', 'yrs', 'old', 'mind', 'you', 'i', 'was', 'wearing', 'a', 'mask']",0.04,positive
stakesunique,2020-12-21 07:30:15,"mbombela, south africa","['pphumo', 'mynsfas', 'shopritesa', 'i', 'thought', 'they', 'were', 'not', 'giving', 'that', 'bad', 'treatment', 'anymore', 'but', 'it', 'seems', 'like', 'they', 'wil']",0.3,positive
shoprite_sa,2020-12-21 07:26:34,south africa,"['nzimasizwe', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'please', 'dm', 'us', 'with', 'the', 'store', 'name', 'nearest', 'to', 'you', 'your', 'contact', 'number', 'and', 'em']",0.26,positive
tea_buddyenugu,2020-12-21 07:25:01,"enugu, nigeria","['when', 'nkanu', 'babes', 'finally', 'visit', 'shoprite', 'ihewe', 'ejewe', 'eme', 'uchennaaniakor']",0.0,neutral
nzima_sizwe,2020-12-21 07:23:26,here,"['shopritesa', 'all', 'of', 'them', 'we', 'get', 'the', 'same', 'treatment']",0.2,positive
ba6ga1,2020-12-21 07:23:14,,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
love_galore_,2020-12-21 07:22:35,in another galaxy 🌌,"['puritybayo', 'dont', 'you', 'mean', 'miss', 'knockoff', 'shoprite', 'brand']",-0.36,negative
shoprite_sa,2020-12-21 07:22:25,south africa,"['nzimasizwe', 'hi', 'there', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'as', 'we', 'want', 'all', 'our', 'customers', 'to', 'have', 'a', 'pleasant', 'shopping', 'experienc']",0.5,very_positive
nzima_sizwe,2020-12-21 07:20:50,here,"['mynsfas', 'do', 'the', 'same', 'to', 'all', 'students', 'iyadina', 'this', 'thing', 'of', 'shopritesa', 'their', 'cashiers', 'act', 'as', 'if', 'we', 'are', 'the', 'to', 'ask', 'for', 'money']",0.0,neutral
nathannathann19,2020-12-21 07:14:14,lilongwe,"['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.42,positive
oty_umoh123,2020-12-21 07:11:48,,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.0,neutral
princemolekga,2020-12-21 07:04:09,south africa,"['zickies', 'not', 'a', 'woman', 'asking', 'me', 'to', 'look', 'after', 'her', 'kid', 'at', 'shoprite', 'then', 'i', 'carried', 'the', 'infant', 'on', 'my', 'back', 'in', 'the', 'queu']",0.0,neutral
nlan6564,2020-12-21 06:59:25,,"['sandisa', 'if', 'we', 'dont', 'occupy', 'space', 'economically', 'then', 'someone', 'will', 'come', 'and', 'take', 'over', 'and', 'make', 'moneypakistanis', 'di']",0.0,neutral
zeekahthegreat,2020-12-21 06:58:31,"federal capital territory, nig","['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.0,neutral
shoprite_sa,2020-12-21 06:58:21,south africa,"['get', 'your', 'christmas', 'gifts', 'for', 'less', 'while', 'shopping', 'for', 'your', 'groceries', 'find', 'gifts', 'for', 'him', 'for', 'her', 'and', 'even', 'for', 'the']",0.0,neutral
fairly_usedd,2020-12-21 06:56:50,"ukpo, dunukofia..","['gizzyone1', 'defunct', 'novo', 'lounge', 'in', 'shoprite']",0.0,neutral
adunniade08,2020-12-21 06:53:56,i don't know,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
goofylinus,2020-12-21 06:48:44,nawf side 🇳🇦,"['rt', 'journeyman94', 'i', 'have', 'a', 'cousin', 'who', 'works', 'for', 'shoprite', 'and', 'hes', 'always', 'complaining', 'about', 'the', 'low', 'salary', 'amp', 'unfair', 'labour', 'practices']",0.2,positive
divineze,2020-12-21 06:47:42,"abuja, nigeria","['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.0,neutral
toshine4u,2020-12-21 06:43:49,nigeria,"['agunwaakudo', '50', 'naira', 'in', 'shoprite']",0.0,neutral
fromfiattobtc,2020-12-21 06:42:30,western cape,"['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",0.65,very_positive
mztokyodrift,2020-12-21 06:41:12,"manhattan, ny ","['i', 'was', 'in', 'tears', 'when', 'she', 'was', 'looking', 'for', 'it', 'this', 'the', 'same', 'chick', 'that', 'was', 'in', 'shoprite', 'asking', 'for', 'chicken', 'ribs']",0.2,positive
shoprite_sa,2020-12-21 06:40:06,south africa,"['pphumo', 'good', 'morning', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'as', 'we', 'want', 'our', 'customers', 'to', 'receiv']",0.2,positive
shankutlhotlhol,2020-12-21 06:39:49,soweto south africa,"['rt', 'victorgreatree', 'last', 'night', 'a', 'robbery', 'took', 'place', 'at', 'shoprite', 'overflow', 'warehouse', 'on', 'lower', 'germiston', 'rd', 'johannesburg', 'south', 'gauteng', 'suspe']",0.45,positive
davigilant,2020-12-21 06:39:39,,"['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",0.2,positive
adebayo83375147,2020-12-21 06:39:21,,"['ekitipikin', 'this', 'one', 'na', 'made', 'in', 'shoprite', 'promo']",1.0,very_positive
livhu14,2020-12-21 06:37:21,matanda zone 3 (venda),"['mynsfas', 'what', 'about', 'university', 'student', 'we', 'struggle', 'to', 'withdraw', 'money', 'shoprite']",0.2,positive
minorityfrontwc,2020-12-21 06:34:51,,"['rt', 'victorgreatree', 'last', 'night', 'a', 'robbery', 'took', 'place', 'at', 'shoprite', 'overflow', 'warehouse', 'on', 'lower', 'germiston', 'rd', 'johannesburg', 'south', 'gauteng', 'suspe']",0.3,positive
jade_lennon,2020-12-21 06:34:00,namibia,"['rt', 'journeyman94', 'i', 'have', 'a', 'cousin', 'who', 'works', 'for', 'shoprite', 'and', 'hes', 'always', 'complaining', 'about', 'the', 'low', 'salary', 'amp', 'unfair', 'labour', 'practices']",0.0,neutral
blixempie555,2020-12-21 06:33:38,pretoria,"['rt', 'victorgreatree', 'last', 'night', 'a', 'robbery', 'took', 'place', 'at', 'shoprite', 'overflow', 'warehouse', 'on', 'lower', 'germiston', 'rd', 'johannesburg', 'south', 'gauteng', 'suspe']",0.0,neutral
retweetnat,2020-12-21 06:32:32,,"['rt', 'greensunday', 'how', 'can', 'you', 'walk', 'out', 'of', 'your', '3bedroom', 'apartment', 'with', '4toilets', 'you', 'stepped', 'out', 'of', 'your', 'compound', 'as', 'big', 'as', 'shoprite', 'parki']",0.2,positive
shoprite_sa,2020-12-21 06:32:22,south africa,"['37begood', 'hi', 'benito', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'as', 'we', 'want', 'our', 'customers', 'to', 'receive']",0.2,positive
shoprite_sa,2020-12-21 06:32:02,south africa,"['spookiloo', 'good', 'morning', 'thank', 'you', 'for', 'getting', 'in', 'touch', 'we', 'are', 'sorry', 'to', 'hear', 'this', 'as', 'we', 'want', 'our', 'customers', 'to', 'rece']",0.0,neutral
mahmoodhaffy,2020-12-21 06:29:58,,"['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",0.47,positive
p_phumo,2020-12-21 06:27:26,"south africa, rich estate🇿🇦","['mynsfas', 'thank', 'you', 'shopritesa', 'cashiers', 'used', 'to', 'treat', 'us', 'like', 'cabbage', 'everytime', 'we', 'wanted', 'our', 'allowances', 'they', 'were', 'so', 'jealous']",0.2,positive
ftfa,2020-12-21 06:26:57,south africa,"['were', 'looking', 'forward', 'to', 'seeing', 'how', 'the', 'women', 'who', 'run', 'phahamang', 'basadi', 'use', 'this', 'new', 'space', 'thank', 'you', 'to']",0.2,positive
who_is_anwar,2020-12-21 06:25:28,south africa,"['rt', 'riotandattacksa', '21122020armed', 'robbery', 'on', 'sunday', 'shoprite', 'checkers', 'overflow', 'warehouse', 'lower', 'germiston', 'rd', 'germiston', 'coe', 'gp', 'mult']",0.2,positive
tama_masanza,2020-12-21 06:24:18,"blantyre,malawi","['rt', 'qwazylindie', 'hey', 'blantyre', 'people', 'i', 'have', 'very', 'nice', 'and', 'tasty', 'appetizing', 'aroma', 'achale', 'made', 'by', 'me', 'for', 'sell', 'at', 'k2000', 'a', 'bottle', 'only', 'deli']",0.2,positive
pablo69965843,2020-12-21 06:23:43,saturn 👩🏻‍🚀🌔 ,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",-0.6,very_negative
busisiwentombi,2020-12-21 06:23:42,"johannesburg, south africa.","['rt', 'emperordreazly', 'giving', 'r5000', 'shoprite', 'liquor', 'shop', 'vouchers', 'to', '6', 'lucky', 'winners', 'to', 'stand', 'a', 'chance', 'of', 'winning', 'like', 'follow', 'retweet', 'and']",0.25,positive
zbkegae,2020-12-21 06:20:57,south africa,"['rt', 'emperordreazly', 'giving', 'r5000', 'shoprite', 'liquor', 'shop', 'vouchers', 'to', '6', 'lucky', 'winners', 'to', 'stand', 'a', 'chance', 'of', 'winning', 'like', 'follow', 'retweet', 'and']",-0.6,very_negative
scithecomedist,2020-12-21 06:14:10,orania,"['rt', 'emperordreazly', 'giving', 'r5000', 'shoprite', 'liquor', 'shop', 'vouchers', 'to', '6', 'lucky', 'winners', 'to', 'stand', 'a', 'chance', 'of', 'winning', 'like', 'follow', 'retweet', 'and']",0.0,neutral
maboresks,2020-12-21 06:09:43,sata frika,"['trafficsa', 'a', 'shopritesa', 'truck', 'stuck', 'on', 'the', 'left', 'lane', 'n1', 'north', 'between', 'r21', 'interchange', 'and', 'rigel', 'avenue']",0.55,very_positive
cbres8,2020-12-21 06:04:56,,"['what', 'time', 'are', 'we', 'all', 'meeting', 'at', 'the', 'carmel', 'shoprite', 'next', 'week']",0.0,neutral
fkolobe,2020-12-21 05:59:48,sekhukhuneland/eastrand ,"['shopritesa', 'thank', 'you', 'very', 'much']",0.0,neutral
abuja_bot,2020-12-21 05:59:24,federal capital territory,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.47,positive
abuja_bot,2020-12-21 05:59:24,federal capital territory,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.5,very_positive
abuja_bot,2020-12-21 05:59:24,federal capital territory,"['rt', 'btopelayi', 'by', 'the', 'way', 'i', 'won', 'a', 'scarlet', 'electric', 'heat', 'kettle', 'this', 'evening', 'at', 'tiger', 'bar', 'beside', 'shoprite', 'novare', 'mall', 'lugbe', 'todaythe', '1']",0.5,very_positive
randyragsdale5,2020-12-21 05:52:08,philly,"['i', 'purchased', 'my', 'honeysuckle', 'christmas', 'turkey', 'today', 'from', 'shoprite', 'im', 'ready', 'for', 'christmas', 'day']",0.7,very_positive
isnotmynameooo,2020-12-21 05:50:56,paradis island 🖤,"['rt', 'mrpi', 'i', 'went', 'to', 'shoprite', 'to', 'get', 'some', 'drinks', 'saw', 'some', 'kids', 'who', 'were', 'like', '10yrs', 'there', 'about', 'almost', 'receiving', 'slaps', 'for', 'buying', 'fanice']",0.0,neutral
